CustomerID,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,IncomeCategory,AgeGroup,ProdTaken
301979,25.0,0,1,9.0,1,0,3,4.0,0,3.0,3,3.0,1,3,1,2.0,1,22438.0,1,0,0
301980,61.0,0,3,35.0,3,0,4,5.0,3,5.0,1,6.0,0,1,1,1.0,3,28944.0,2,4,0
301981,30.0,0,1,9.0,3,0,3,3.0,0,3.0,1,2.0,0,3,1,1.0,1,17083.0,1,1,0
301982,38.0,1,1,10.0,3,0,2,3.0,0,3.0,1,1.0,0,5,0,0.0,1,18306.0,1,2,0
301983,46.0,1,1,9.0,2,0,3,5.0,1,3.0,1,3.0,0,4,1,2.0,2,24448.0,1,3,0
301984,43.0,0,1,9.0,3,1,3,4.0,0,3.0,2,7.0,1,2,0,2.0,1,21193.0,1,2,0
301985,27.0,0,3,7.0,3,1,3,5.0,1,5.0,3,3.0,0,3,0,1.0,2,22972.0,1,1,0
301986,31.0,1,1,17.0,3,0,4,4.0,3,3.0,3,2.0,0,4,0,1.0,3,28345.0,2,1,0
301987,20.0,0,1,12.0,2,0,3,4.0,0,3.0,2,2.0,1,1,0,0.0,1,17926.0,1,0,1
301988,53.0,1,1,12.0,2,1,2,3.0,1,3.0,2,3.0,0,5,1,0.0,2,17450.0,1,3,0
301989,36.0,1,3,24.0,2,1,4,4.0,1,5.0,0,5.0,1,3,1,2.0,2,27644.0,2,2,0
301990,53.0,1,3,14.0,3,1,3,3.0,4,3.0,1,6.0,0,3,1,0.0,0,26836.0,2,3,0
301991,29.0,1,1,13.0,3,0,3,4.0,0,3.0,1,7.0,0,5,1,1.0,1,17532.0,1,1,0
301992,32.0,1,1,10.0,2,0,3,4.0,1,3.0,0,2.0,0,4,1,0.0,2,21162.0,1,1,0
301993,29.0,1,1,16.0,2,0,3,4.0,0,5.0,2,7.0,1,5,1,1.0,1,17404.0,1,1,1
301994,55.0,0,1,27.0,2,0,3,4.0,1,3.0,3,5.0,0,4,1,1.0,2,23547.0,1,3,0
301995,36.0,1,3,11.0,1,1,3,4.0,3,5.0,3,2.0,1,4,1,2.0,3,28260.0,2,2,1
301996,31.0,1,3,35.0,3,0,3,4.0,1,3.0,1,2.0,0,3,1,0.0,2,20468.0,1,1,0
301997,42.0,1,1,29.0,2,0,2,3.0,4,3.0,2,3.0,0,3,0,0.0,0,30992.0,2,2,0
301998,32.0,1,1,7.0,2,1,4,5.0,0,5.0,1,3.0,0,4,1,2.0,1,20896.0,1,1,0
301999,46.0,1,1,36.0,3,1,3,4.0,0,3.0,3,7.0,0,1,1,1.0,1,22130.0,1,3,0
302000,37.0,1,3,23.0,3,0,4,5.0,1,5.0,0,6.0,0,5,1,1.0,2,24325.0,1,2,0
302001,49.0,1,1,27.0,3,1,3,4.0,0,3.0,0,6.0,0,2,0,1.0,1,20937.0,1,3,0
302002,29.0,1,3,9.0,3,0,3,4.0,1,4.0,0,3.0,1,3,1,1.0,2,23457.0,1,1,0
302003,32.0,1,3,13.0,2,1,4,6.0,1,3.0,0,6.0,1,3,1,2.0,2,24850.0,1,1,1
302004,38.0,0,1,29.0,2,1,2,4.0,3,3.0,3,1.0,0,3,0,0.0,3,24526.0,1,2,0
302005,43.0,1,1,31.0,3,1,3,4.0,3,5.0,0,3.0,1,2,1,2.0,3,26084.0,2,2,0
302006,37.0,1,3,17.0,3,1,3,5.0,3,5.0,1,2.0,0,5,0,1.0,3,25772.0,2,2,1
302007,35.0,0,1,24.0,1,1,3,5.0,0,3.0,1,2.0,1,5,1,2.0,1,27178.0,2,1,1
302008,53.0,1,1,15.0,3,1,3,5.0,1,4.0,1,4.0,0,1,1,1.0,2,23619.0,1,3,1
302009,39.0,0,1,17.0,3,1,4,4.0,0,3.0,1,2.0,0,5,0,1.0,1,21362.0,1,2,0
302010,52.0,0,1,15.0,2,1,3,6.0,3,3.0,2,4.0,0,2,0,2.0,3,29328.0,2,3,1
302011,56.0,1,1,30.0,2,1,3,3.0,0,3.0,2,2.0,0,3,0,0.0,1,17587.0,1,4,1
302012,24.0,1,1,13.0,2,1,4,2.0,0,5.0,1,3.0,1,3,0,1.0,1,20279.0,1,0,1
302013,26.0,1,1,13.0,3,0,2,4.0,3,5.0,1,1.0,1,4,1,1.0,3,17875.0,1,1,1
302014,49.0,1,1,26.0,3,0,3,3.0,1,5.0,1,2.0,0,1,1,0.0,2,21567.0,1,3,0
302015,49.0,1,1,10.0,3,1,2,4.0,2,3.0,0,3.0,0,3,0,0.0,4,33711.0,2,3,0
302016,51.0,0,3,7.0,2,0,4,4.0,1,3.0,1,2.0,0,1,0,2.0,2,25025.0,2,3,0
302017,30.0,1,1,11.0,1,0,4,5.0,0,5.0,1,3.0,0,4,0,1.0,1,20787.0,1,1,0
302018,26.0,1,3,6.0,2,1,2,3.0,1,3.0,0,2.0,0,5,1,0.0,2,20296.0,1,1,0
302019,28.0,1,1,26.0,2,1,4,5.0,0,5.0,1,3.0,0,1,0,1.0,1,22744.0,1,1,0
302020,51.0,1,3,32.0,3,0,3,3.0,4,3.0,1,3.0,0,3,1,1.0,0,31307.0,2,3,0
302021,27.0,1,1,12.0,2,1,2,4.0,0,3.0,1,2.0,0,1,1,1.0,1,17539.0,1,1,0
302022,24.0,1,1,7.0,2,1,3,4.0,0,3.0,0,3.0,0,4,0,2.0,1,19901.0,1,0,0
302023,35.0,1,3,13.0,2,1,3,3.0,0,3.0,0,2.0,0,3,1,0.0,1,17404.0,1,1,0
302024,27.0,1,1,15.0,3,0,2,3.0,0,4.0,2,2.0,0,3,1,0.0,1,17279.0,1,1,0
302025,31.0,1,3,15.0,2,1,4,4.0,3,3.0,1,7.0,0,3,1,1.0,3,25942.0,2,1,0
302026,38.0,1,1,17.0,2,1,3,4.0,1,4.0,3,4.0,1,5,0,2.0,2,22875.0,1,2,0
302027,31.0,0,1,26.0,2,1,3,3.0,3,3.0,0,4.0,0,3,1,0.0,3,24824.0,1,1,1
302028,56.0,1,1,6.0,2,0,2,3.0,0,5.0,0,3.0,0,5,1,1.0,1,17066.0,1,4,0
302029,46.0,0,1,11.0,2,1,3,4.0,1,4.0,0,3.0,0,4,1,2.0,2,23125.0,1,3,0
302030,35.0,1,3,31.0,3,0,3,5.0,1,4.0,3,2.0,1,5,1,1.0,2,23277.0,1,1,1
302031,31.0,0,3,32.0,1,0,3,4.0,1,3.0,0,2.0,1,3,1,1.0,2,23414.0,1,1,0
302032,49.0,1,1,14.0,2,0,2,3.0,3,4.0,1,5.0,0,4,0,1.0,3,22403.0,1,3,0
302033,41.0,1,1,7.0,2,1,3,4.0,0,3.0,1,2.0,0,1,0,1.0,1,21084.0,1,2,0
302034,26.0,1,1,29.0,2,0,2,3.0,0,3.0,1,2.0,0,3,1,1.0,1,17886.0,1,1,0
302035,27.0,0,2,24.0,2,0,3,4.0,0,3.0,1,2.0,1,5,0,2.0,1,21419.0,1,1,1
302036,53.0,1,3,8.0,2,0,3,4.0,4,3.0,0,3.0,0,3,1,0.0,0,30427.0,2,3,0
302037,39.0,1,1,16.0,3,1,3,3.0,4,5.0,1,2.0,1,3,1,2.0,0,32068.0,2,2,0
302038,39.0,1,2,9.0,2,0,2,1.0,1,4.0,1,1.0,0,1,0,0.0,2,21389.0,1,2,0
302039,37.0,1,1,13.0,3,1,1,3.0,3,3.0,2,5.0,0,2,0,0.0,3,28664.0,2,2,0
302040,59.0,0,2,8.0,2,0,2,4.0,2,3.0,0,1.0,0,2,1,1.0,4,33844.0,2,4,0
302041,44.0,1,1,15.0,2,0,3,4.0,1,4.0,1,6.0,0,3,1,1.0,2,23443.0,1,2,0
302042,36.0,0,3,7.0,3,0,4,4.0,3,3.0,3,3.0,0,5,1,1.0,3,27467.0,2,2,0
302043,37.0,1,1,13.0,2,1,3,6.0,0,3.0,1,3.0,0,1,1,1.0,1,21419.0,1,2,0
302044,22.0,1,1,7.0,1,0,4,5.0,0,4.0,2,3.0,1,5,1,2.0,1,20748.0,1,0,0
302045,39.0,1,1,7.0,1,0,4,4.0,3,5.0,0,3.0,0,4,1,3.0,3,32260.0,2,2,0
302046,39.0,0,1,28.0,3,0,2,3.0,3,5.0,3,2.0,1,5,1,0.0,3,25880.0,2,2,0
302047,34.0,0,3,29.0,3,1,4,4.0,1,4.0,0,2.0,0,2,0,2.0,2,24824.0,1,1,0
302048,20.0,1,3,28.0,2,1,3,5.0,0,4.0,2,3.0,1,2,0,2.0,1,20799.0,1,0,1
302049,31.0,1,1,30.0,3,0,3,4.0,1,5.0,3,2.0,0,5,1,0.0,2,21812.0,1,1,0
302050,37.0,1,1,13.0,3,1,3,4.0,1,4.0,1,8.0,0,4,1,2.0,2,23619.0,1,2,0
302051,53.0,1,1,15.0,2,0,3,4.0,0,5.0,0,2.0,0,1,1,2.0,1,21628.0,1,3,0
302052,39.0,1,1,6.0,2,0,3,4.0,4,3.0,1,2.0,0,3,1,0.0,0,27742.0,2,2,0
302053,49.0,1,1,11.0,2,1,4,5.0,3,3.0,2,2.0,0,5,1,1.0,3,29677.0,2,3,0
302054,55.0,0,1,8.0,3,1,2,4.0,4,5.0,2,1.0,0,3,1,1.0,0,31756.0,2,3,0
302055,42.0,1,3,10.0,3,1,2,3.0,1,5.0,2,1.0,0,5,1,1.0,2,20155.0,1,2,0
302056,35.0,1,1,17.0,2,1,3,4.0,0,4.0,1,3.0,0,1,1,2.0,1,20686.0,1,1,0
302057,37.0,1,1,13.0,2,0,3,2.0,0,3.0,1,5.0,0,1,0,1.0,1,21716.0,1,2,0
302058,38.0,0,3,28.0,3,0,3,4.0,0,3.0,0,7.0,0,2,1,2.0,1,21651.0,1,2,0
302059,42.0,1,1,21.0,2,1,3,4.0,0,3.0,1,6.0,0,4,1,2.0,1,21129.0,1,2,0
302060,37.0,0,1,10.0,3,1,2,4.0,0,4.0,2,6.0,0,4,1,1.0,1,20766.0,1,2,0
302061,42.0,1,1,19.0,2,1,3,4.0,0,3.0,1,5.0,1,3,1,1.0,1,23444.0,1,2,0
302062,24.0,0,3,19.0,2,0,3,3.0,0,4.0,0,2.0,0,1,0,0.0,1,17033.0,1,0,0
302063,55.0,1,2,26.0,3,1,3,4.0,3,4.0,1,4.0,0,3,1,2.0,3,29403.0,2,3,0
302064,54.0,1,1,8.0,1,0,2,3.0,3,3.0,1,1.0,0,4,0,0.0,3,28549.0,2,3,0
302065,58.0,1,1,15.0,3,0,3,4.0,0,4.0,1,5.0,1,1,1,1.0,1,18346.0,1,4,0
302066,50.0,1,1,6.0,3,1,3,3.0,4,3.0,1,1.0,0,5,0,2.0,0,32399.0,2,3,0
302067,45.0,0,1,31.0,3,0,2,3.0,2,4.0,2,4.0,0,4,1,1.0,4,33061.0,2,2,0
302068,55.0,1,1,8.0,2,0,3,3.0,4,3.0,2,3.0,1,5,0,0.0,0,31659.0,2,3,0
302069,48.0,1,1,6.0,2,0,2,4.0,4,5.0,0,1.0,0,4,0,1.0,0,30402.0,2,3,0
302070,27.0,0,1,12.0,3,0,3,5.0,0,3.0,0,3.0,1,2,0,2.0,1,21044.0,1,1,1
302071,31.0,1,1,17.0,2,1,2,3.0,0,3.0,1,4.0,1,3,0,0.0,1,17356.0,1,1,0
302072,26.0,1,3,15.0,2,0,3,4.0,1,3.0,1,2.0,1,1,1,2.0,2,23585.0,1,1,0
302073,36.0,1,1,7.0,3,1,2,5.0,0,3.0,3,3.0,0,4,1,1.0,1,21537.0,1,2,0
302074,60.0,1,1,9.0,2,0,4,5.0,4,3.0,2,5.0,1,5,0,3.0,0,32404.0,2,4,0
302075,34.0,1,3,13.0,1,1,2,3.0,0,3.0,1,1.0,1,1,0,1.0,1,17308.0,1,1,0
302076,43.0,1,1,36.0,3,1,3,6.0,1,3.0,3,6.0,0,3,1,1.0,2,22950.0,1,2,0
302077,51.0,0,3,7.0,2,1,4,4.0,1,3.0,1,2.0,0,3,1,2.0,2,25406.0,2,3,1
302078,46.0,1,3,11.0,2,0,2,4.0,1,5.0,1,6.0,1,4,0,1.0,2,23684.0,1,3,0
302079,29.0,0,1,16.0,2,0,3,3.0,0,4.0,1,1.0,0,5,0,0.0,1,18291.0,1,1,0
302080,45.0,0,1,13.0,2,1,3,2.0,1,3.0,0,5.0,0,2,0,2.0,2,21434.0,1,2,0
302081,36.0,1,3,11.0,1,1,3,4.0,3,5.0,3,2.0,1,4,1,2.0,3,28260.0,2,2,1
302082,39.0,1,3,21.0,3,1,3,3.0,4,5.0,3,1.0,0,1,1,2.0,0,28341.0,2,2,0
302083,26.0,1,3,26.0,3,1,3,5.0,0,4.0,0,3.0,1,2,0,1.0,1,21091.0,1,1,1
302084,39.0,0,1,15.0,2,1,3,3.0,1,4.0,3,21.0,0,2,1,0.0,2,21782.0,1,2,0
302085,39.0,0,2,17.0,2,1,4,4.0,1,3.0,1,5.0,0,3,0,3.0,2,24755.0,1,2,0
302086,56.0,1,3,7.0,2,1,4,4.0,3,3.0,1,5.0,0,1,0,3.0,3,28917.0,2,4,0
302087,29.0,1,3,16.0,3,0,2,4.0,1,4.0,1,2.0,1,5,1,0.0,2,23268.0,1,1,0
302088,33.0,1,1,20.0,3,1,2,3.0,0,3.0,1,6.0,1,1,1,1.0,1,17436.0,1,1,1
302089,28.0,0,3,6.0,2,1,2,4.0,1,3.0,1,2.0,1,1,0,0.0,2,21834.0,1,1,0
302090,32.0,1,1,31.0,2,1,2,3.0,0,3.0,2,2.0,1,5,1,0.0,1,17795.0,1,1,1
302091,39.0,1,2,7.0,2,1,3,2.0,0,3.0,0,3.0,0,4,1,1.0,1,21522.0,1,2,0
302092,21.0,0,3,15.0,3,1,2,3.0,0,3.0,2,2.0,0,4,1,0.0,1,17610.0,1,0,0
302093,33.0,1,3,11.0,3,0,2,3.0,0,3.0,2,2.0,1,2,1,0.0,1,17851.0,1,1,1
302094,32.0,0,1,14.0,2,0,3,5.0,3,3.0,1,3.0,0,1,1,1.0,3,27621.0,2,1,0
302095,55.0,1,1,14.0,3,0,2,3.0,4,3.0,1,3.0,1,3,1,1.0,0,29756.0,2,3,0
302096,54.0,1,3,14.0,3,0,4,5.0,3,3.0,0,2.0,1,2,0,1.0,3,29612.0,2,3,0
302097,37.0,1,3,9.0,2,0,3,4.0,1,3.0,3,5.0,0,4,1,2.0,2,23180.0,1,2,0
302098,35.0,1,2,10.0,2,1,3,4.0,0,3.0,0,2.0,0,2,1,2.0,1,22415.0,1,1,0
302099,49.0,0,1,11.0,3,1,3,5.0,4,3.0,1,4.0,0,5,1,2.0,0,33880.0,2,3,0
302100,41.0,1,1,12.0,3,1,3,4.0,1,4.0,2,7.0,1,3,1,2.0,2,21032.0,1,2,0
302101,43.0,0,1,23.0,1,1,2,4.0,0,3.0,1,1.0,1,5,1,1.0,1,17437.0,1,2,1
302102,55.0,1,1,20.0,3,1,3,1.0,2,4.0,2,1.0,0,1,1,1.0,4,33722.0,2,3,0
302103,33.0,1,1,20.0,3,1,2,3.0,0,3.0,0,6.0,1,2,0,1.0,1,17436.0,1,1,1
302104,47.0,1,3,16.0,3,1,3,4.0,3,3.0,1,6.0,0,3,0,2.0,3,28774.0,2,3,1
302105,47.0,1,3,17.0,3,0,4,5.0,3,3.0,0,4.0,1,2,1,2.0,3,27749.0,2,3,0
302106,20.0,1,1,16.0,3,1,2,3.0,0,3.0,2,2.0,1,5,1,1.0,1,16009.0,1,0,1
302107,42.0,1,3,14.0,3,1,2,3.0,1,4.0,0,1.0,0,3,0,1.0,2,21825.0,1,2,0
302108,42.0,1,3,10.0,2,1,3,5.0,1,4.0,1,4.0,0,3,0,2.0,2,27616.0,2,2,0
302109,46.0,1,1,13.0,3,1,3,3.0,3,3.0,1,7.0,0,2,0,2.0,3,25845.0,2,3,0
302110,37.0,0,3,22.0,3,1,3,6.0,1,3.0,1,3.0,0,1,1,1.0,2,24084.0,1,2,0
302111,36.0,1,1,16.0,2,1,4,5.0,1,4.0,3,2.0,0,1,0,2.0,2,25218.0,2,2,0
302112,24.0,1,1,19.0,2,1,4,4.0,0,3.0,3,3.0,0,5,1,1.0,1,21325.0,1,0,0
302113,32.0,1,3,25.0,2,1,3,5.0,3,3.0,1,4.0,0,3,1,2.0,3,24610.0,1,1,0
302114,40.0,1,1,31.0,3,1,3,4.0,0,4.0,1,3.0,1,1,0,1.0,1,22582.0,1,2,1
302115,28.0,1,1,23.0,1,1,2,4.0,0,3.0,1,6.0,0,3,0,1.0,1,17367.0,1,1,1
302116,44.0,0,1,23.0,2,1,3,5.0,0,3.0,2,3.0,0,4,1,0.0,1,17290.0,1,2,0
302117,35.0,1,1,34.0,3,0,4,4.0,0,4.0,2,4.0,0,3,1,1.0,1,20989.0,1,1,0
302118,42.0,1,1,16.0,2,1,4,4.0,0,5.0,1,4.0,0,1,0,1.0,1,20916.0,1,2,0
302119,35.0,1,1,9.0,2,1,4,5.0,0,3.0,1,5.0,0,5,1,3.0,1,21446.0,1,1,0
302120,30.0,1,1,15.0,3,1,4,5.0,1,3.0,1,3.0,1,3,1,2.0,2,23734.0,1,1,0
302121,52.0,1,1,14.0,3,1,3,5.0,1,3.0,0,4.0,0,3,1,2.0,2,24810.0,1,3,0
302122,29.0,1,1,12.0,3,0,2,3.0,0,3.0,1,2.0,0,3,0,1.0,1,18131.0,1,1,0
302123,42.0,1,1,9.0,2,0,3,6.0,0,3.0,1,6.0,1,3,0,1.0,1,21456.0,1,2,1
302124,37.0,1,1,11.0,3,1,3,3.0,1,3.0,1,1.0,0,3,0,0.0,2,21347.0,1,2,0
302125,39.0,1,3,9.0,2,0,3,4.0,1,5.0,1,5.0,0,4,0,2.0,2,25571.0,2,2,0
302126,38.0,1,3,23.0,3,1,4,5.0,1,3.0,1,6.0,0,5,1,3.0,2,25012.0,2,2,0
302127,47.0,1,3,8.0,2,0,3,4.0,0,3.0,2,2.0,1,2,1,0.0,1,18294.0,1,3,0
302128,29.0,1,1,16.0,3,0,4,4.0,0,3.0,1,7.0,0,3,0,1.0,1,21055.0,1,1,0
302129,46.0,1,1,6.0,3,1,3,3.0,3,5.0,1,1.0,0,2,0,0.0,3,24396.0,1,3,0
302130,35.0,0,1,7.0,2,1,4,4.0,0,5.0,1,7.0,0,1,1,3.0,1,21674.0,1,1,0
302131,55.0,0,3,8.0,2,0,2,4.0,0,3.0,2,1.0,0,5,0,0.0,1,28577.0,2,3,1
302132,36.0,0,1,18.0,3,1,4,5.0,3,5.0,1,4.0,1,5,1,3.0,3,28562.0,2,2,0
302133,39.0,1,3,16.0,3,1,4,5.0,0,4.0,0,2.0,0,4,0,1.0,1,21577.0,1,2,0
302134,32.0,0,1,12.0,3,1,4,4.0,1,5.0,2,2.0,0,1,0,3.0,2,28614.0,2,1,0
302135,37.0,1,1,25.0,2,1,3,3.0,0,4.0,0,5.0,0,4,1,1.0,1,18022.0,1,2,0
302136,34.0,1,1,9.0,3,1,4,4.0,0,3.0,2,6.0,0,3,1,3.0,1,21174.0,1,1,0
302137,34.0,1,1,9.0,2,0,3,4.0,0,5.0,1,2.0,0,3,1,2.0,1,21385.0,1,1,1
302138,37.0,1,3,17.0,1,0,4,5.0,1,3.0,1,3.0,1,1,1,3.0,2,24351.0,1,2,0
302139,32.0,1,1,6.0,2,1,3,3.0,0,5.0,2,2.0,0,2,0,2.0,1,17956.0,1,1,0
302140,28.0,1,1,30.0,2,1,2,4.0,0,3.0,2,6.0,1,1,0,0.0,1,17028.0,1,1,1
302141,22.0,1,3,29.0,1,1,3,4.0,0,3.0,3,3.0,0,1,0,1.0,1,22125.0,1,0,0
302142,32.0,1,1,6.0,2,1,3,3.0,1,4.0,1,2.0,0,3,1,0.0,2,21220.0,1,1,0
302143,55.0,1,1,26.0,3,0,4,4.0,1,5.0,1,2.0,1,3,0,1.0,2,24163.0,1,3,0
302144,31.0,1,2,8.0,2,1,3,4.0,1,5.0,0,4.0,0,3,0,1.0,2,21410.0,1,1,0
302145,27.0,1,1,23.0,3,1,3,4.0,0,4.0,1,4.0,1,2,1,2.0,1,21051.0,1,1,1
302146,47.0,1,1,14.0,3,1,4,4.0,3,3.0,1,8.0,0,1,1,2.0,3,29523.0,2,3,0
302147,41.0,0,1,7.0,2,1,4,5.0,4,4.0,0,3.0,0,2,1,3.0,0,32181.0,2,2,0
302148,30.0,0,1,9.0,2,1,2,3.0,0,3.0,1,5.0,0,3,1,0.0,1,17097.0,1,1,0
302149,46.0,1,1,19.0,2,1,2,3.0,1,4.0,2,7.0,0,4,1,0.0,2,20562.0,1,3,0
302150,36.0,1,1,7.0,2,0,3,2.0,0,3.0,2,5.0,0,3,1,2.0,1,21184.0,1,2,0
302151,26.0,0,2,23.0,2,0,2,3.0,0,3.0,1,1.0,1,5,0,1.0,1,17741.0,1,1,1
302152,33.0,0,3,6.0,2,0,2,1.0,1,5.0,1,3.0,0,3,0,1.0,2,20376.0,1,1,0
302153,61.0,1,3,23.0,3,1,3,4.0,1,5.0,3,2.0,0,4,1,2.0,2,24083.0,1,4,0
302154,36.0,1,1,7.0,3,0,3,5.0,1,3.0,0,2.0,0,1,1,2.0,2,24041.0,1,2,0
302155,53.0,1,1,13.0,2,1,2,2.0,4,3.0,0,4.0,0,2,0,0.0,0,29814.0,2,3,0
302156,42.0,1,1,19.0,1,0,3,4.0,2,3.0,0,3.0,0,4,1,1.0,4,38223.0,3,2,1
302157,30.0,0,1,29.0,2,1,3,5.0,0,3.0,1,2.0,0,3,0,0.0,1,17613.0,1,1,0
302158,30.0,1,1,7.0,1,1,3,4.0,0,3.0,2,2.0,0,1,0,1.0,1,20736.0,1,1,1
302159,44.0,1,3,11.0,3,1,2,3.0,2,4.0,0,1.0,0,5,1,1.0,4,33213.0,2,2,0
302160,34.0,0,1,10.0,2,0,3,4.0,0,3.0,0,3.0,1,5,1,2.0,1,21587.0,1,1,0
302161,30.0,0,1,17.0,2,0,4,4.0,0,4.0,1,2.0,0,5,1,1.0,1,21969.0,1,1,0
302162,41.0,1,1,27.0,1,1,4,4.0,3,3.0,0,6.0,0,3,1,2.0,3,29000.0,2,2,0
302163,29.0,1,1,17.0,2,0,3,4.0,1,3.0,3,5.0,0,4,0,2.0,2,22338.0,1,1,0
302164,43.0,1,2,9.0,1,1,3,4.0,0,3.0,1,2.0,1,4,1,1.0,1,21374.0,1,2,0
302165,39.0,0,1,6.0,2,1,3,3.0,1,3.0,1,2.0,1,5,1,2.0,2,21472.0,1,2,0
302166,37.0,1,1,25.0,2,1,3,3.0,0,4.0,1,5.0,0,4,0,1.0,1,18022.0,1,2,0
302167,48.0,1,3,11.0,2,0,3,4.0,1,3.0,3,3.0,1,3,1,2.0,2,22841.0,1,3,0
302168,35.0,1,1,15.0,2,0,3,4.0,1,5.0,1,5.0,0,5,1,2.0,2,23799.0,1,1,0
302169,31.0,1,3,9.0,1,1,4,4.0,0,4.0,1,3.0,0,3,1,1.0,1,21154.0,1,1,0
302170,24.0,0,1,15.0,2,1,2,4.0,0,4.0,1,2.0,0,5,1,0.0,1,17694.0,1,0,0
302171,46.0,1,3,9.0,1,0,2,1.0,4,5.0,1,3.0,0,3,1,0.0,0,28225.0,2,3,0
302172,33.0,1,3,22.0,3,0,3,3.0,1,5.0,2,6.0,0,3,1,0.0,2,20324.0,1,1,1
302173,29.0,0,3,26.0,1,0,2,3.0,0,3.0,1,2.0,0,3,0,1.0,1,17157.0,1,1,0
302174,24.0,0,1,15.0,2,1,2,4.0,0,4.0,1,2.0,0,5,0,1.0,1,17694.0,1,0,0
302175,47.0,0,3,12.0,3,1,4,4.0,1,3.0,3,6.0,1,5,1,2.0,2,24450.0,1,3,0
302176,59.0,1,1,9.0,2,1,3,4.0,0,3.0,1,4.0,0,3,0,0.0,1,17177.0,1,4,0
302177,37.0,1,1,12.0,3,1,2,2.0,1,5.0,1,5.0,1,3,1,1.0,2,20974.0,1,2,0
302178,37.0,0,1,16.0,3,1,3,3.0,3,3.0,1,7.0,0,3,1,2.0,3,25048.0,2,2,1
302179,32.0,1,3,27.0,2,0,4,6.0,1,3.0,1,5.0,1,3,0,3.0,2,23237.0,1,1,1
302180,35.0,1,1,13.0,2,1,2,3.0,3,3.0,3,4.0,0,3,0,1.0,3,25221.0,2,1,0
302181,42.0,0,2,8.0,3,1,3,1.0,1,5.0,0,1.0,0,2,0,2.0,2,21272.0,1,2,0
302182,32.0,1,1,16.0,2,1,3,5.0,0,4.0,3,2.0,1,3,1,1.0,1,21335.0,1,1,0
302183,36.0,1,1,11.0,2,1,4,4.0,0,3.0,1,3.0,0,4,0,1.0,1,20629.0,1,2,0
302184,32.0,0,1,19.0,2,0,3,4.0,0,4.0,0,2.0,0,5,0,0.0,1,17743.0,1,1,0
302185,34.0,0,1,12.0,2,0,4,4.0,3,4.0,1,8.0,0,3,1,2.0,3,30556.0,2,1,0
302186,40.0,0,1,32.0,3,0,2,3.0,1,4.0,1,2.0,0,2,1,0.0,2,20605.0,1,2,0
302187,42.0,0,3,17.0,2,1,3,4.0,1,3.0,3,2.0,0,1,0,2.0,2,24908.0,1,2,0
302188,28.0,1,1,22.0,3,1,3,1.0,1,5.0,2,1.0,0,5,0,1.0,2,20661.0,1,1,0
302189,33.0,0,1,9.0,2,1,4,4.0,0,3.0,3,2.0,0,5,1,2.0,1,21746.0,1,1,0
302190,58.0,1,1,29.0,2,1,2,3.0,0,3.0,1,2.0,0,3,1,1.0,1,17372.0,1,4,0
302191,46.0,0,3,11.0,3,1,3,3.0,1,3.0,2,5.0,1,5,1,1.0,2,20772.0,1,3,0
302192,39.0,1,1,8.0,2,0,3,3.0,0,5.0,1,2.0,1,1,1,0.0,1,32123.0,2,2,1
302193,29.0,1,1,10.0,1,0,3,4.0,0,5.0,1,2.0,0,4,0,0.0,1,17109.0,1,1,0
302194,29.0,1,1,26.0,3,1,4,5.0,0,5.0,0,3.0,0,3,1,3.0,1,21874.0,1,1,0
302195,46.0,0,1,30.0,2,1,3,4.0,1,5.0,0,3.0,1,2,1,1.0,2,22311.0,1,3,0
302196,35.0,0,1,8.0,2,0,3,3.0,1,5.0,1,3.0,0,4,0,0.0,2,20093.0,1,1,0
302197,22.0,0,1,9.0,2,1,2,4.0,0,3.0,1,1.0,1,3,0,1.0,1,17853.0,1,0,1
302198,30.0,1,1,28.0,2,0,3,2.0,3,5.0,1,3.0,0,5,1,2.0,3,28658.0,2,1,0
302199,33.0,1,3,15.0,3,1,3,2.0,1,3.0,0,3.0,0,5,0,1.0,2,24887.0,1,1,0
302200,34.0,0,1,10.0,2,1,4,4.0,0,5.0,3,3.0,1,5,1,1.0,1,22026.0,1,1,1
302201,28.0,1,1,24.0,1,1,3,4.0,0,4.0,1,2.0,1,4,0,1.0,1,21736.0,1,1,0
302202,19.0,0,3,12.0,3,1,4,4.0,0,4.0,2,3.0,1,4,1,3.0,1,20556.0,1,0,1
302203,55.0,1,1,8.0,2,0,3,3.0,4,3.0,2,3.0,1,5,0,1.0,0,31659.0,2,3,0
302204,60.0,1,1,10.0,2,1,4,5.0,0,3.0,1,5.0,0,3,0,1.0,1,20855.0,1,4,0
302205,19.0,0,1,15.0,3,1,4,4.0,0,3.0,2,3.0,0,5,1,1.0,1,20582.0,1,0,1
302206,21.0,1,3,9.0,3,0,3,5.0,0,3.0,2,3.0,0,4,1,1.0,1,20722.0,1,0,1
302207,41.0,0,1,18.0,1,0,4,4.0,1,3.0,1,3.0,0,3,1,2.0,2,25001.0,2,2,0
302208,24.0,0,1,15.0,3,1,2,3.0,0,5.0,2,3.0,1,3,0,1.0,1,18172.0,1,0,1
